,isFraud,type_num,amount_boxcox,oldbalanceOrg_boxcox,newbalanceOrg_boxcox,oldbalanceDest_boxcox,newbalanceDest_boxcox
123657,1,0,0.00620322845235,1.26479647744,-0.331128294703,0.19062909253,-0.0573890609157
124729,1,1,0.221350738283,1.30730241089,-0.331128294703,-1.87335261469,-3.86313445191
124730,1,0,0.221350738283,1.30730241089,-0.331128294703,-0.201963470333,-0.440358563689
126138,1,0,-0.436530424738,-1.01972004274,-0.331128294703,-1.87335261469,-1.30953875957
128759,1,0,-1.09965578063,-1.01972004274,-0.331128294703,0.482234835658,0.247713816748
131135,1,1,-4.12274738558,0.0275323210553,-0.331128294703,-1.87335261469,-3.86313445191
131136,1,0,-4.12274738558,0.0275323210553,-0.331128294703,-0.0219149533843,-0.624865745025
131429,1,1,1.3739936333,1.51474440492,-0.331128294703,-1.87335261469,-3.86313445191
131430,1,0,1.3739936333,1.51474440492,-0.331128294703,1.31089744867,1.50254460696
131830,1,1,-0.802652496578,1.09211327526,-0.331128294703,-1.87335261469,-3.86313445191
131831,1,0,-0.802652496578,1.09211327526,-0.331128294703,-0.602097915205,-1.14311789583
138608,1,1,2.4862119836,1.68824532593,-0.331128294703,-1.87335261469,-3.86313445191
138609,1,0,2.4862119836,1.68824532593,-0.331128294703,-1.87335261469,0.635458338315
142778,1,1,1.47540126358,1.53154499557,-0.331128294703,-1.87335261469,-3.86313445191
142779,1,0,1.47540126358,1.53154499557,-0.331128294703,1.68819007038,1.99602293494
147381,1,1,2.71316045756,1.72098484244,-0.331128294703,-1.87335261469,-3.86313445191
147382,1,0,2.71316045756,1.72098484244,-0.331128294703,-0.673631248829,0.817132543829
150359,1,1,-1.27484503718,0.980449039595,-0.331128294703,-1.87335261469,-3.86313445191
150360,1,0,-1.27484503718,0.980449039595,-0.331128294703,-1.87335261469,-1.80332258833
152266,1,1,-0.242332440588,1.21399460349,-0.331128294703,-1.87335261469,-3.86313445191
152267,1,0,-0.242332440588,1.21399460349,-0.331128294703,0.169690908521,-0.119201480665
161981,1,1,2.1718274516,1.64148511526,-0.331128294703,-1.87335261469,-3.86313445191
161982,1,0,2.1718274516,1.64148511526,-0.331128294703,0.0112833428282,0.635491822933
162658,1,1,0.540635703033,1.36803352556,-0.331128294703,-1.87335261469,-3.86313445191
162659,1,0,0.540635703033,1.36803352556,-0.331128294703,1.56322386167,1.76017224554
166122,1,1,0.151132985732,1.29357460908,-0.331128294703,-1.87335261469,-3.86313445191
166123,1,0,0.151132985732,1.29357460908,-0.331128294703,-0.374775617525,-0.77611118365
166226,1,0,-1.0579705943,1.38606722844,3.02065339743,-0.0361114634546,-0.207321191547
175119,1,1,0.511180910193,1.36254341974,-0.331128294703,-1.87335261469,-3.86313445191
175120,1,0,0.511180910193,1.36254341974,-0.331128294703,1.76891905972,2.02465807155
178579,1,1,0.546769327001,1.36917397997,-0.331128294703,-1.87335261469,-3.86313445191
178580,1,0,0.546769327001,1.36917397997,-0.331128294703,-0.877120295313,-0.0669048951228
181079,1,0,0.565445728521,1.13415634949,-0.331128294703,1.58726844854,1.79225942719
181960,1,1,1.76051626459,1.57766946439,-0.331128294703,-1.87335261469,-0.144355109396
181961,1,0,1.76051626459,1.57766946439,-0.331128294703,-0.138251932578,0.297887792576
183454,1,1,1.79849401214,1.58369341995,-0.331128294703,-1.87335261469,-3.86313445191
183455,1,0,1.79849401214,1.58369341995,-0.331128294703,0.84311516782,1.10177581636
186973,1,1,2.36993094354,1.67114518597,-0.331128294703,-1.87335261469,-3.86313445191
186974,1,0,2.36993094354,1.67114518597,-0.331128294703,-0.98374790485,0.557901596697
187001,1,1,-1.94258653796,0.80587197636,-0.331128294703,-1.87335261469,-0.781109346637
187002,1,0,-1.94258653796,0.80587197636,-0.331128294703,0.237419936662,0.466121148998
188531,1,0,1.00635514876,-1.01972004274,-0.331128294703,0.401581584273,0.387910039269
194139,1,1,-2.08682028645,0.765211592134,-0.331128294703,-1.87335261469,-3.86313445191
194140,1,0,-2.08682028645,0.765211592134,-0.331128294703,-0.427059278943,-1.1119383026
206692,1,1,-0.106241986449,1.24204451124,-0.331128294703,-1.87335261469,-3.86313445191
206693,1,0,-0.106241986449,1.24204451124,-0.331128294703,-1.87335261469,-1.10676858957
211563,1,1,2.99731182544,1.76084122016,-0.331128294703,-1.87335261469,-3.86313445191
211564,1,0,2.99731182544,1.76084122016,-0.331128294703,-1.87335261469,1.00875285323
213571,1,0,-0.239174393107,-1.01972004274,-0.331128294703,-1.87335261469,-0.245265753409
213966,1,1,-0.00690309886954,1.26216391845,-0.331128294703,-1.87335261469,-3.86313445191
213967,1,0,-0.00690309886954,1.26216391845,-0.331128294703,0.152829430292,-0.0559302998145
214334,1,1,4.26935838769,1.95172168415,3.02068070774,-1.87335261469,-3.86313445191
214335,1,0,4.26935838769,1.92545702287,-0.331128294703,0.0590461879193,2.01141904672
214336,1,1,2.30646690375,1.6617165869,-0.331128294703,-1.87335261469,-3.86313445191
214337,1,0,2.30646690375,1.6617165869,-0.331128294703,-1.87335261469,0.476741125748
222881,1,1,-1.70259156974,0.871091636918,-0.331128294703,-1.87335261469,-3.86313445191
222882,1,0,-1.70259156974,0.871091636918,-0.331128294703,0.316384948816,-0.00288138873441
232728,1,1,0.887872749592,1.43112566407,-0.331128294703,-1.87335261469,-3.86313445191
232729,1,0,0.887872749592,1.43112566407,-0.331128294703,-0.612515152056,-0.377713127786
239156,1,1,1.42253650837,1.52281324036,-0.331128294703,-1.87335261469,-3.86313445191
239157,1,0,1.42253650837,1.52281324036,-0.331128294703,0.262004990024,0.446883050193
239389,1,1,-0.0258521803945,1.25834881065,-0.331128294703,-1.87335261469,-3.86313445191
239390,1,0,-0.0258521803945,1.25834881065,-0.331128294703,-0.792700834891,-0.76449119509
241391,1,0,-1.47517528097,-1.01972004274,-0.331128294703,-0.0426815121785,-0.515160431029
244751,1,1,0.653630020578,1.38889019977,-0.331128294703,-1.87335261469,-3.86313445191
244752,1,0,0.653630020578,1.38889019977,-0.331128294703,0.0669502865878,-0.0490298908065
245369,1,1,0.915363872035,1.43599658641,-0.331128294703,-1.87335261469,-3.86313445191
245370,1,0,0.915363872035,1.43599658641,-0.331128294703,-0.142750227426,-0.128957392696
245377,1,1,-1.14870079975,1.01115611301,-0.331128294703,-1.87335261469,-3.86313445191
245378,1,0,-1.14870079975,1.01115611301,-0.331128294703,-0.00315497962471,-0.439749606511
245422,1,1,0.311682405465,1.32476155711,-0.331128294703,-1.87335261469,-3.86313445191
245423,1,0,0.311682405465,1.32476155711,-0.331128294703,1.63383365102,1.90307982945
245654,1,1,2.42000587332,1.67853672329,-0.331128294703,-1.87335261469,-3.86313445191
245655,1,0,2.42000587332,1.67853672329,-0.331128294703,0.959236310565,1.3456021204
245773,1,1,-0.626695012173,1.13155121274,-0.331128294703,-1.87335261469,-3.86313445191
245774,1,0,-0.626695012173,1.13155121274,-0.331128294703,-1.87335261469,-1.42420329584
245847,1,1,0.970706659253,1.44574897638,-0.331128294703,-1.87335261469,-3.86313445191
245848,1,0,0.970706659253,1.44574897638,-0.331128294703,-1.87335261469,-0.414687316435
245854,1,1,0.736417422985,1.40396918961,-0.331128294703,-1.87335261469,-3.86313445191
245855,1,0,0.736417422985,1.40396918961,-0.331128294703,0.492556901352,0.429376344022
246825,1,0,-0.486450422795,0.638601168425,-0.331128294703,0.69813510621,0.569140190848
247566,1,1,1.8964100448,1.59909865127,-0.331128294703,-1.87335261469,-3.86313445191
247567,1,0,1.8964100448,1.59909865127,-0.331128294703,1.23191875733,1.48834925689
247607,1,1,-0.596614774048,1.13818293033,-0.331128294703,-1.87335261469,-3.86313445191
247608,1,0,-0.596614774048,1.13818293033,-0.331128294703,0.676400697454,0.534812304648
247821,1,1,0.326783237861,1.32765848891,-0.331128294703,-1.87335261469,-3.86313445191
247822,1,0,0.326783237861,1.32765848891,-0.331128294703,0.772580455401,0.720857582332
248883,1,1,-0.0921938998936,1.24490768076,-0.331128294703,-1.87335261469,-3.86313445191
248884,1,0,-0.0921938998936,1.24490768076,-0.331128294703,-0.331916882503,-0.662853293118
250397,1,1,0.498014852145,1.36008216532,-0.331128294703,-1.87335261469,-3.86313445191
250398,1,0,0.498014852145,1.36008216532,-0.331128294703,0.341707907598,0.210207033628
250601,1,1,1.64907538409,1.55983233638,-0.331128294703,-1.87335261469,-3.86313445191
250602,1,0,1.64907538409,1.55983233638,-0.331128294703,-0.67159169219,0.0842904699485
250715,1,1,-2.26360095347,0.713773785815,-0.331128294703,-1.87335261469,-3.86313445191
250716,1,0,-2.26360095347,0.713773785815,-0.331128294703,-0.193107744961,-0.765375899615
251127,1,1,-2.13977820492,0.749992003874,-0.331128294703,-1.87335261469,-3.86313445191
251128,1,0,-2.13977820492,0.749992003874,-0.331128294703,1.45226692599,1.57532472962
251141,1,1,1.418322521,1.52211472918,-0.331128294703,-1.87335261469,-3.86313445191
251142,1,0,1.418322521,1.52211472918,-0.331128294703,-1.87335261469,-0.113562737678
251222,1,1,0.241920113404,1.3112977537,-0.331128294703,-1.87335261469,-3.86313445191
251223,1,0,0.241920113404,1.3112977537,-0.331128294703,1.51912432843,1.69192462428
251295,1,1,-1.01148059423,1.04381828647,-0.331128294703,-1.87335261469,-3.86313445191
251296,1,0,-1.01148059423,1.04381828647,-0.331128294703,-0.144031162888,-0.62381682664
251297,1,1,0.513187576522,1.36291815197,-0.331128294703,-1.87335261469,-3.86313445191
251298,1,0,0.513187576522,1.36291815197,-0.331128294703,1.01574377335,1.05022670216
251300,1,1,-1.64470238896,0.886390401134,-0.331128294703,-1.87335261469,-3.86313445191
251301,1,0,-1.64470238896,0.886390401134,-0.331128294703,-1.87335261469,-2.01134236233
251304,1,1,0.360657141148,1.33413445983,-0.331128294703,-1.87335261469,-3.86313445191
251305,1,0,0.360657141148,1.33413445983,-0.331128294703,-0.163786239345,-0.359327601815
251383,1,1,2.20898474291,1.64709992061,-0.331128294703,-1.87335261469,-3.86313445191
251384,1,0,2.20898474291,1.64709992061,-0.331128294703,-1.87335261469,0.436941854322
251422,1,1,1.44362302894,1.52630303067,-0.331128294703,-1.87335261469,-3.86313445191
251423,1,0,1.44362302894,1.52630303067,-0.331128294703,-1.87335261469,-0.0963122309251
251438,1,1,-1.149373506,1.01099411306,-0.331128294703,-1.87335261469,-3.86313445191
251439,1,0,-1.149373506,1.01099411306,-0.331128294703,0.52813364846,0.31080194297
251470,1,1,0.710470904045,1.39926138837,-0.331128294703,-1.87335261469,-3.86313445191
251471,1,0,0.710470904045,1.39926138837,-0.331128294703,-0.792214811159,-0.5302194499
251474,1,1,-0.587025056691,1.14029052494,-0.331128294703,-1.87335261469,-3.86313445191
251475,1,0,-0.587025056691,1.14029052494,-0.331128294703,-0.717664070692,-1.16778152247
251477,1,1,2.176011255,1.642118533,-0.331128294703,-1.87335261469,-3.86313445191
251478,1,0,2.176011255,1.642118533,-0.331128294703,-0.25859118324,0.508559319221
251531,1,1,0.614174639067,1.38164399809,-0.331128294703,-1.87335261469,-3.86313445191
251532,1,0,0.614174639067,1.38164399809,-0.331128294703,0.255741332156,0.136103856978
251533,1,1,1.68928710361,1.56629643651,-0.331128294703,-1.87335261469,-3.86313445191
251534,1,0,1.68928710361,1.56629643651,-0.331128294703,0.0713404794769,0.366926599486
251551,1,1,0.979211002358,1.44724132275,-0.331128294703,-1.87335261469,-3.86313445191
251552,1,0,0.979211002358,1.44724132275,-0.331128294703,0.1694948471,0.150438581758
251566,1,1,0.609042525789,1.38069859173,-0.331128294703,-1.87335261469,-3.86313445191
251567,1,0,0.609042525789,1.38069859173,-0.331128294703,-0.087979111703,-0.206431175124
251568,1,1,0.982768220027,1.44786505221,-0.331128294703,-1.87335261469,-3.86313445191
